County,State,Year,Number of Incidents,Total Killed,Total Injured,Latitude,Longitude,Population,Median Age,Household Income,Per Capita Income,Poverty Count,Poverty Rate,Unemployment Rate
Clinton, PA,2017,1,1,0,41.1875,-77.3062,39321,38.5,47990,22794,6431,0.163551283,0.027974873
Coal, OK,2017,1,0,0,34.605,-96.4145,5666,41.8,39931,24004,1122,0.198023297,0.034062831
Cochran, TX,2017,1,0,1,33.7216,-102.758,2932,33.5,37500,19195,717,0.244542974,0.035129604
Codington, SD,2017,1,1,0,44.905,-97.1132,27963,38.3,52025,29249,3214,0.114937596,0.014054286
Columbia, AR,2017,1,0,0,33.0437,-93.4353,23992,36.2,37072,20296,5553,0.231452151,0.043264421
Colusa, CA,2017,1,0,0,39.2105,-122.011,21479,34.7,56481,25676,2979,0.138693608,0.027561805
Conejos, CO,2017,1,3,1,37.2749,-106.006,8147,38.2,35657,19047,1709,0.209770468,0.036823371
Conway, AR,2017,1,1,0,35.1521,-92.7301,20954,41.2,39638,22365,3845,0.183497184,0.030590818
Cook, MN,2017,1,1,0,47.7814,-90.3831,5270,52.1,51903,31831,679,0.128842505,0.013472486
Cooke, TX,2017,1,0,1,33.642,-97.1339,39064,40.5,60027,29067,5313,0.136007577,0.026187794
Coos, NH,2017,1,0,0,44.4676,-71.1661,32119,48,45386,25895,3989,0.124194402,0.029795448
Crawford, IN,2017,1,0,0,38.3534,-86.3381,10598,43.7,40067,19424,1851,0.174655595,0.018022268
Crawford, MO,2017,1,1,0,38.0434,-91.2698,24387,41.6,37171,20799,4803,0.196949194,0.050559724
Crawford, WI,2017,1,0,0,43.0464,-91.1123,16313,45.7,47331,24391,2031,0.124501931,0.019800159
Crittenden, KY,2017,1,0,0,37.3293,-88.0888,9154,43.2,41114,22765,1576,0.172165174,0.018461875
Crook, WY,2017,1,0,0,44.3695,-104.364,7347,42.2,66944,34186,370,0.050360691,0.018510957
Cumberland, VA,2017,1,0,1,37.5203,-78.293,9797,44.5,43020,23488,2107,0.215065836,0.036848015
Custer, CO,2017,1,1,0,38.1394,-105.422,4505,58.2,41330,26032,693,0.153829079,0.029522752
Custer, MT,2017,1,0,0,46.4084,-105.837,11895,41,53050,28501,1124,0.094493485,0.009583859
Custer, NE,2017,1,0,1,41.3475,-99.7535,10836,43.5,48836,32605,1271,0.117294205,0.013473606
Custer, SD,2017,1,0,0,43.7579,-103.61,8519,53.8,56449,31015,1081,0.126892828,0.01960324
Dallam, TX,2017,1,0,1,36.0508,-102.502,7207,32.1,45580,25221,1139,0.158040794,0.018731789
Davison, SD,2017,1,0,0,43.7115,-98.0255,19753,38.2,48665,28086,2376,0.120285526,0.021515719
Dawson, GA,2017,1,0,1,34.333,-84.0627,23397,43.3,62284,31954,2729,0.116638885,0.02944822
Dawson, MT,2017,1,1,0,47.0826,-104.846,9324,41.9,59622,29130,1088,0.116688117,0.005684256
Delaware, OH,2017,1,0,0,40.4127,-82.954,193024,38.4,100229,45116,9625,0.049864266,0.013905007
Dent, MO,2017,1,1,0,37.6398,-91.5346,15566,44.1,38829,20908,3178,0.204162919,0.030194013
Desha, AR,2017,1,1,0,33.8902,-91.4972,12094,40.2,27036,18187,3886,0.321316355,0.051099719
DeWitt, TX,2017,1,0,0,29.103,-97.285,20474,41.2,50960,28116,2975,0.145306242,0.026912181
Dickinson, MI,2017,1,1,0,45.8226,-88.0664,25694,46.4,45681,25998,3855,0.150035028,0.027827508
Dodge, GA,2017,1,0,1,32.1973,-83.1712,21063,41.2,35290,18563,4229,0.200778617,0.036129706
Dodge, NE,2017,1,0,0,41.4382,-96.4912,36576,39.1,51748,27162,4677,0.127870735,0.023512686
Dodge, WI,2017,1,0,2,43.3152,-88.8438,87833,42.4,56038,27000,7293,0.083032573,0.02510446
Dooly, GA,2017,1,1,0,32.0512,-83.6189,14053,43.5,33389,16867,2837,0.201878602,0.041058849
Door, WI,2017,1,0,1,44.8238,-87.3938,27443,52.3,56494,34253,2282,0.083154174,0.023758335
Douglas, MO,2017,1,1,1,36.9569,-92.6594,13391,47.3,33003,18095,2718,0.202972145,0.028302591
Douglas, NV,2017,1,0,0,38.9728,-119.911,47632,50.8,61176,35727,4647,0.097560464,0.028594222
Dunn, ND,2017,1,0,1,47.3745,-102.797,4349,41.2,68594,42438,449,0.103242125,0.017475282
Edgefield, SC,2017,1,1,0,33.7896,-81.9296,26620,42.6,47500,23804,3715,0.139556724,0.030653644
Elbert, GA,2017,1,1,0,34.1178,-82.867,19288,42.3,35207,21138,4246,0.220136873,0.031781418
Ellis, KS,2017,1,0,1,38.8791,-99.307,28877,32,49562,29339,4631,0.160369845,0.015756484
Essex, NY,2017,1,0,0,44.2812,-73.9854,38233,46.7,55294,29008,3170,0.082912667,0.03274658
Fayette, IL,2017,1,1,0,39.1601,-89.1142,21980,41.4,44541,21844,3564,0.162147407,0.032211101
Fayette, IN,2017,1,0,0,39.6571,-85.1334,23426,42.4,41476,22428,4188,0.178775719,0.033765901
Fayette, TX,2017,1,1,0,29.8689,-96.9064,24963,47.2,56941,30405,2220,0.088931619,0.00729079
Fergus, MT,2017,1,0,0,47.0618,-109.418,11327,45.7,47110,27491,1640,0.144786793,0.013419264
Ferry, WA,2017,1,0,1,48.918,-118.661,7568,49,41081,21951,1582,0.209038055,0.034223044
Fillmore, MN,2017,1,0,1,43.651,-92.1116,20825,42.5,57093,28441,2309,0.110876351,0.014981993
Finney, KS,2017,1,1,0,37.9693,-100.889,37097,30.6,51703,23074,5914,0.159419899,0.024826805
Floyd, IA,2017,1,1,0,43.076,-92.6712,15904,44.6,48607,28323,2438,0.153294769,0.014461771
Floyd, VA,2017,1,0,0,36.9118,-80.3184,15594,46,48396,25446,1868,0.119789663,0.026933436
Fluvanna, VA,2017,1,0,1,37.9234,-78.3216,26109,42.6,67964,31952,1517,0.05810257,0.023669999
Foard, TX,2017,1,1,0,33.9574,-99.7015,1414,48.6,50000,26034,78,0.055162659,0.053041018
Franklin, AR,2017,1,0,1,35.2954,-94.0463,17803,41.4,39472,19988,3829,0.215076111,0.026119193
Franklin, GA,2017,1,0,0,34.4304,-83.1114,22328,41.1,39246,19663,5503,0.246461842,0.024991043
Franklin, ID,2017,1,4,0,42.092,-111.879,13120,32.6,51583,20454,1601,0.122027439,0.010823171
Franklin, LA,2017,1,0,0,32.1651,-91.721,20388,38,34722,18786,5481,0.268834609,0.034333922
Frederick, VA,2017,1,0,0,39.0261,-78.2733,83784,40.5,71037,32554,4591,0.054795665,0.021937363
Fulton, IL,2017,1,0,1,40.4744,-90.2949,35733,42.5,48599,24269,5146,0.144012537,0.034841743
Gaines, TX,2017,1,2,2,32.7184,-102.645,19889,28.1,58167,22656,2180,0.109608326,0.019156318
Garfield, UT,2017,1,0,1,37.5625,-111.995,5020,41.2,51700,23228,633,0.126095618,0.021314741
Garrard, KY,2017,1,1,1,37.5985,-84.5785,17226,42.4,47906,24874,3105,0.180250784,0.041390921
Gasconade, MO,2017,1,0,0,38.3302,-91.5305,14769,45.9,50687,25963,1726,0.116866409,0.016385673
Gem, ID,2017,1,1,0,43.8719,-116.503,16850,45.2,42888,20041,3455,0.20504451,0.024332344
Geneva, AL,2017,1,0,1,31.0553,-85.9112,26572,42.7,39293,21084,5903,0.222151137,0.038047569
Giles, TN,2017,1,1,0,35.1889,-87.026,29024,43.1,43925,22994,4498,0.154975193,0.026805402
Giles, VA,2017,1,1,0,37.292,-80.6695,16867,44.4,49734,25004,1873,0.111045236,0.022647774
Gillespie, TX,2017,1,0,0,30.2903,-99.2459,25939,50.2,56267,32557,3175,0.12240256,0.023902232
Goochland, VA,2017,1,1,0,37.6973,-77.8944,22148,48.4,86652,47610,1120,0.0505689,0.016615496
Grant, KY,2017,1,1,0,38.7496,-84.5983,24800,36.5,43881,20892,5201,0.209717742,0.021733871
Gray, TX,2017,1,1,0,35.5358,-100.988,22962,36.7,48314,23457,3169,0.138010626,0.021426705
Greene, GA,2017,1,1,0,33.7163,-83.068,16732,48.9,45069,32890,3623,0.216531198,0.02540043
Greene, IA,2017,1,0,0,42.0187,-94.2078,9046,45.7,52529,27968,892,0.098607119,0.032721645
Greene, IN,2017,1,0,0,39.0372,-87.1621,32431,42.8,49648,24744,4114,0.126853936,0.029107952
Greene, MS,2017,1,0,0,31.4844,-88.5018,13801,39,48029,18002,1572,0.11390479,0.038040722
Greene, NY,2017,1,0,1,42.2259,-73.8968,47791,45.6,53214,27402,5550,0.116130652,0.027892281
Greenwood, KS,2017,1,0,0,37.957,-101.781,6227,48.6,41648,24837,760,0.122049141,0.01814678
Grimes, TX,2017,1,0,1,30.3843,-96.0657,27358,40.4,49745,23585,4444,0.162438775,0.022187294
Gunnison, CO,2017,1,0,0,38.5514,-106.934,16215,34.5,52651,27669,2170,0.133826704,0.045945113
Hamilton, TX,2017,1,0,1,31.7006,-98.1127,8220,46.4,46611,26522,1273,0.15486618,0.013868613
Hampshire, MA,2017,1,0,0,42.3136,-72.6277,161197,36.1,64974,32198,19052,0.118190785,0.03617313
Hampshire, WV,2017,1,0,1,39.3424,-78.7582,23412,45.4,36575,21771,3853,0.164573723,0.023833931
Hancock, GA,2017,1,2,0,33.2822,-82.965,8667,44.3,29268,15454,1804,0.208145841,0.010268836
Hancock, KY,2017,1,0,0,37.873,-86.936,8700,40.2,49135,22438,1353,0.155517241,0.027356322
Hancock, WV,2017,1,0,0,40.4109,-80.5378,29921,46.1,43634,25157,3977,0.132916681,0.036395842
Haralson, GA,2017,1,1,0,33.805,-85.1773,28722,40.7,43663,23141,5064,0.176310842,0.03189193
Harlan, NE,2017,1,0,1,40.1186,-99.3553,3469,49.5,46750,26375,441,0.127125973,0.009512828
Harney, OR,2017,1,0,0,43.6141,-119.02,7195,46.2,39504,24398,1239,0.172202919,0.060180681
Harris, GA,2017,1,0,0,32.8718,-84.8668,33198,43.2,69539,32373,2382,0.07175131,0.042261582
Harrison, IN,2017,1,1,0,38.4086,-86.112,39450,42.7,53897,25993,5005,0.126869455,0.03166033
Harrison, OH,2017,1,0,0,40.3763,-80.9949,15397,46,46223,22965,2371,0.153991037,0.022601806
Hart, KY,2017,1,1,0,37.1793,-85.9002,18531,40.6,37315,19715,4211,0.22724084,0.027035778
Haskell, TX,2017,1,0,0,33.1505,-99.7241,5806,43.4,43529,21120,958,0.165001722,0.039614192
Henry, AL,2017,1,1,0,31.6147,-85.2004,17110,43.5,45569,23983,2310,0.135008767,0.028988895
Hidalgo, NM,2017,1,0,1,32.0316,-108.684,4446,42.6,31829,18338,1133,0.254835807,0.035987404
Highland, OH,2017,1,2,3,39.197,-83.5996,43031,40.3,42333,22079,9150,0.212637401,0.032093142
Hill, MT,2017,1,0,1,48.5485,-109.689,16468,34.4,45269,21780,3393,0.206035949,0.029451057
Hood, TX,2017,1,0,0,32.435,-97.7813,55418,46.8,60275,32578,6722,0.12129633,0.012847811
Hoonah-Angoon, AK,2017,1,0,0,58.11,-135.445,2146,48.9,57900,33704,238,0.110904007,0.064305685
Hot Spring, AR,2017,1,1,0,34.3724,-92.8128,33480,41.7,40626,20868,4941,0.147580645,0.026194743
Houghton, MI,2017,1,0,0,47.2384,-88.4352,36333,32.9,41379,21462,7264,0.19992844,0.030660832
Huerfano, CO,2017,1,1,0,37.6392,-104.815,6498,54.9,35801,25547,937,0.144198215,0.031855956
Hughes, OK,2017,1,0,1,35.1739,-96.2301,13519,39.8,38425,18004,2383,0.176270434,0.029809897
Hutchinson, SD,2017,1,1,0,43.3456,-99.8966,7277,44.3,49583,29869,909,0.124914113,0.027896111
Hyde, NC,2017,1,0,0,35.5472,-76.2261,5507,42.7,40532,19181,985,0.178863265,0.045941529
Idaho, ID,2017,1,0,0,46.1085,-115.858,16275,49.5,40299,20741,2105,0.129339478,0.022058372
Ionia, MI,2017,1,0,0,42.8672,-84.9101,64147,38.7,51980,22715,7905,0.123232575,0.028855597
Iron, MI,2017,1,0,0,46.0557,-88.605,11291,53.8,36773,23658,1556,0.137808874,0.023381454
Iron, MO,2017,1,1,0,37.5952,-90.6374,10286,45.3,36457,19414,2083,0.202508264,0.035193467
Iron, WI,2017,1,1,0,46.1719,-90.0733,5748,53.8,39855,26689,851,0.148051496,0.037404315
Izard, AR,2017,1,0,1,36.1457,-92.1298,13521,48,39135,19737,2238,0.165520302,0.036092005
Jackson, IA,2017,1,0,1,42.0691,-90.6512,19409,44.6,51806,27672,2293,0.118141069,0.024473183
Jackson, NC,2017,1,1,0,35.3052,-83.1752,41725,37.2,45078,23674,8205,0.196644697,0.022097064
Jackson, OH,2017,1,0,1,38.9464,-82.7695,32624,40.2,43397,21730,6627,0.203132663,0.050392349
Jackson, TX,2017,1,1,0,28.9774,-96.6437,14756,39.2,58504,26809,1962,0.132962863,0.022499322
Jefferson, IA,2017,1,0,1,41.1338,-92.085,17945,40.9,44516,26630,2510,0.139871831,0.03326832
Jefferson, KS,2017,1,3,0,39.4209,-95.4692,18856,44,58935,27783,1536,0.081459482,0.030229105
Jefferson, OK,2017,1,0,0,34.1763,-97.5926,6270,42.4,35933,19130,1274,0.203189793,0.028389155
Jefferson, TN,2017,1,0,1,36.0987,-83.4438,52887,43.2,45641,23724,7001,0.132376576,0.029005238
Jersey, IL,2017,1,1,1,39.1176,-90.3274,22215,42.5,56320,27528,2009,0.090434391,0.031240153
Jones, GA,2017,1,1,0,33.0461,-83.5093,28540,39.7,55110,26098,4001,0.140189208,0.040960056
Jones, IA,2017,1,0,1,42.1141,-91.0903,20468,43.6,58391,29653,1745,0.085255032,0.02076412
Jones, TX,2017,1,1,0,32.9453,-99.8003,19969,38.6,48601,17960,2021,0.101206871,0.011017076
Juneau, WI,2017,1,0,1,43.8766,-90.277,26427,45.2,48817,24376,3545,0.134143111,0.020282287
Kauai, HI,2017,1,0,0,22.2119,-159.412,71093,42.1,72330,30515,6420,0.090304249,0.023223102
Kay, OK,2017,1,0,1,36.6596,-97.3459,45173,38.6,44067,24057,7795,0.172558829,0.031501118
Keith, NE,2017,1,1,0,41.1996,-101.665,8129,49.7,45078,27890,1051,0.129290196,0.014761963
King George, VA,2017,1,0,2,38.3393,-77.0538,25564,37.1,84770,35676,1449,0.056681271,0.025465498
Kingfisher, OK,2017,1,1,0,35.8415,-97.9057,15510,36.6,62829,31885,1357,0.087491941,0.025080593
Kit Carson, CO,2017,1,0,1,39.2906,-102.875,7846,38.4,45881,26125,814,0.103747132,0.025873056
Knott, KY,2017,1,1,0,37.3348,-82.874,15690,41.4,30503,17670,4874,0.310643722,0.047355003
Lafayette, FL,2017,1,0,1,29.9849,-83.0206,8684,39.2,41512,21955,1264,0.145555044,0.042722248
Lafayette, MO,2017,1,0,1,39.0069,-93.8884,32655,42.2,52557,27260,4081,0.124973205,0.026979023
Lafayette, WI,2017,1,0,0,42.6856,-90.1188,16755,41.6,55859,27023,1730,0.10325276,0.014383766
Lake, MN,2017,1,0,0,47.4294,-91.2445,10578,50.3,56078,32319,960,0.090754396,0.017961808
Lake, OR,2017,1,2,0,42.1925,-120.352,7807,48.8,32769,21005,1448,0.185474574,0.02894838
Lake, SD,2017,1,0,1,43.9775,-97.0486,12350,42,58467,31145,1799,0.145668016,0.021538462
Lamar, AL,2017,1,1,0,33.7589,-88.1144,14021,44.5,36016,21152,3191,0.227587191,0.032736609
LaMoure, ND,2017,1,1,0,46.3765,-98.7138,4106,47.8,57463,36653,426,0.103750609,0.004140283
Lapeer, MI,2017,1,0,0,43.1299,-83.3672,88205,43.6,56186,26650,8427,0.095538802,0.034964004
LaSalle, IL,2017,1,0,0,41.0981,-88.8304,111151,41.8,54693,27959,14617,0.131505789,0.041538088
Lassen, CA,2017,1,2,0,40.3814,-120.802,31470,36.2,54083,20974,3155,0.10025421,0.023164919
Lauderdale, TN,2017,1,0,1,35.7418,-89.5205,26497,38,35551,17178,5451,0.205721402,0.037626901
Lavaca, TX,2017,1,1,0,29.4578,-97.2435,19859,43.9,51708,29946,2030,0.102220656,0.013243366
Lawrence, KY,2017,1,2,0,38.028,-82.8955,15844,40.9,32703,18885,3839,0.242299924,0.027202727
Leake, MS,2017,1,1,0,32.7813,-89.6041,22936,35.8,35578,18825,5566,0.24267527,0.038890827
Lee, SC,2017,1,0,1,34.2269,-80.2474,17897,41.7,31963,16972,4310,0.240822484,0.033357546
Leelanau, MI,2017,1,0,0,44.9735,-85.6543,21564,53.3,62646,37061,1650,0.076516416,0.030513819
Lewis, MO,2017,1,1,0,40.1306,-91.5285,10078,40.1,47148,22083,1418,0.14070252,0.014288549
Lexington, VA,2017,1,1,0,37.7989,-79.4194,7113,21.6,37309,16668,764,0.107408969,0.013637003
Limestone, TX,2017,1,1,0,31.6035,-96.4304,23480,39.5,40356,21093,4671,0.198935264,0.042972743
Lincoln, GA,2017,1,1,0,33.7883,-82.3353,7768,47.9,37711,24529,1773,0.228244078,0.026647786
Lincoln, MO,2017,1,0,0,39.0244,-91.2018,54800,37.3,58603,24023,7122,0.129963504,0.030748175
Lincoln, TN,2017,1,0,1,35.1471,-86.5757,33543,43.3,42153,24029,5578,0.166294011,0.026682169
Lincoln, WV,2017,1,0,1,38.2562,-81.8469,21241,42.7,37075,19321,5270,0.24810508,0.02664658
Linn, MO,2017,1,0,1,37.6833,-92.6543,12248,42.5,41652,22361,1999,0.16321032,0.014696277
Live Oak, TX,2017,1,1,1,28.3376,-98.028,12043,42.3,51480,22847,1703,0.141409948,0.014033048
Livingston, IL,2017,1,0,0,40.8836,-88.6356,36812,41.6,54339,27318,4565,0.124008475,0.025670977
Livingston, KY,2017,1,0,0,37.308,-88.2985,9288,45.8,43472,24464,1488,0.160206718,0.027347115
Livingston, MI,2017,1,1,0,42.4543,-83.9457,186946,42.9,78430,36845,10935,0.058492827,0.024627433
Livingston, MO,2017,1,0,0,39.7983,-93.5447,15025,40.7,45929,22248,2469,0.164326123,0.015440932
Logan, AR,2017,1,0,1,35.2911,-93.7277,21802,42.2,37982,19708,4326,0.198422163,0.033529034
Long, GA,2017,1,0,1,31.7163,-81.7476,17857,31.6,53083,20321,3530,0.197681581,0.069608557
Louisa, VA,2017,1,1,0,38.0088,-78.0384,34813,44.5,56946,30237,4057,0.116536926,0.039266941
Luna, NM,2017,1,2,0,32.2541,-107.752,24319,39,27602,16622,7611,0.312965171,0.041942514
Lyman, SD,2017,1,0,1,44.0704,-99.5823,3882,36,47113,21155,835,0.215095312,0.030654302
Lyon, MN,2017,1,0,0,44.5691,-95.9773,25789,35.6,54181,30203,3374,0.130830974,0.020047307
Madison, IA,2017,1,0,0,41.2972,-94.071,15720,40.8,60077,31449,1132,0.072010178,0.028053435
Madison, MT,2017,1,0,1,45.3209,-111.735,7902,53,47900,31620,832,0.1052898,0.017210833
Madison, TX,2017,1,0,0,30.9585,-95.9219,13979,35.2,44004,17436,1516,0.108448387,0.009871951
Mahnomen, MN,2017,1,0,2,47.3219,-95.9512,5500,35.7,42439,20720,1220,0.221818182,0.040363636
Manistee, MI,2017,1,1,0,44.2364,-86.3395,24432,48.7,44882,24398,3401,0.139202685,0.033439751
Marengo, AL,2017,1,1,0,32.5185,-87.8328,19743,42.1,32255,22996,5000,0.253254318,0.049384592
Marion, GA,2017,1,1,0,32.3201,-84.5199,8558,43.3,39015,20154,1952,0.228090675,0.044402898
Marion, TN,2017,1,0,1,35.2358,-85.4878,28355,43.2,45366,23807,5045,0.177922765,0.026979369
Mariposa, CA,2017,1,0,0,37.6174,-120.233,17658,51.1,51385,28241,2629,0.148884358,0.044002718
Marshall, KS,2017,1,0,0,39.8408,-96.642,9859,44,50420,27908,860,0.087229942,0.021300335
Marshall, MN,2017,1,1,0,48.1155,-96.9464,9397,43.4,57289,28585,724,0.077045866,0.017239545
Marshall, SD,2017,1,0,0,45.6186,-97.7919,4759,41.3,60948,28861,389,0.081739861,0.008615255
Martin, IN,2017,1,0,0,38.8797,-86.9168,10219,42,49372,25138,1330,0.130149721,0.02074567
Martin, MN,2017,1,0,1,43.7744,-94.7171,20084,45.2,53627,30806,2234,0.111232822,0.016480781
Martin, NC,2017,1,0,0,35.8164,-77.2502,23227,46,35969,22161,4430,0.19072631,0.042450596
Massac, IL,2017,1,0,0,37.1578,-88.7297,14594,43.8,42168,23434,2635,0.180553652,0.032547622
Mathews, VA,2017,1,1,1,37.3983,-76.3074,8830,52.6,63622,35252,932,0.105549264,0.006455266
McCreary, KY,2017,1,0,1,36.7528,-84.6066,17748,39.2,19264,11492,6628,0.37345053,0.047554654
McIntosh, OK,2017,1,0,0,35.2875,-95.5888,19874,47,38163,22241,3617,0.181996578,0.032856999
McPherson, KS,2017,1,1,0,38.3693,-97.6642,28792,40.8,56946,29508,2083,0.072346485,0.013337038
Meagher, MT,2017,1,0,0,46.5481,-110.903,2000,43.9,41343,20095,313,0.1565,0.0165
Mecosta, MI,2017,1,0,0,43.7598,-85.4994,43181,36.4,43470,21978,9015,0.208772377,0.040388134
Meeker, MN,2017,1,0,0,45.2397,-94.5975,23105,42.2,59611,29216,1885,0.081584073,0.01475871
Mellette, SD,2017,1,0,0,43.574,-100.762,2062,32.8,31165,14264,855,0.414645975,0.023278371
Mercer, IL,2017,1,0,0,41.2096,-90.9953,15794,44.8,55649,27844,1765,0.111751298,0.032354059
Mercer, KY,2017,1,0,0,37.761,-84.8412,21378,42.8,47574,24981,3526,0.164935915,0.045046309
Mercer, ND,2017,1,0,0,47.3187,-101.3822,8637,44.7,80337,36720,611,0.070742156,0.006946857
Meriwether, GA,2017,1,0,1,32.9448,-84.6419,21152,42,36368,19679,4735,0.2238559,0.034181165
Merrick, NE,2017,1,0,0,41.1626,-97.8097,7829,43.5,53536,27223,759,0.096947247,0.018265423
Metcalfe, KY,2017,1,1,0,36.9842,-85.619,9990,43.1,35594,18449,2275,0.227727728,0.023723724
Miami, IN,2017,1,0,0,40.7385,-86.0521,36035,39.9,46666,22890,5363,0.148827529,0.035937283
Mifflin, PA,2017,1,1,0,40.6778,-77.61,46452,43.6,46286,23568,6133,0.132028761,0.019676225
Mineral, MT,2017,1,0,1,47.1483,-114.824,4194,52.1,40117,22894,834,0.198855508,0.030042918
Mineral, WV,2017,1,0,0,39.4326,-78.9868,27421,43.5,40749,21888,3930,0.143320813,0.030341709
Mingo, WV,2017,1,0,1,37.6297,-81.9229,25150,42.1,31227,19272,7220,0.287077535,0.05332008
Mitchell, NC,2017,1,0,1,36.0681,-82.114,15155,47.1,42534,22302,2263,0.149323656,0.020191356
Moffat, CO,2017,1,1,0,40.5144,-107.538,13056,37.7,53010,27331,1305,0.099954044,0.018229167
Monona, IA,2017,1,0,0,41.9305,-96.089,8865,46.7,41598,26829,1284,0.144839255,0.016130852
Monroe, TN,2017,1,0,2,35.5199,-84.3613,45698,43,36931,20353,9132,0.199833691,0.037069456
Monroe, WV,2017,1,1,0,37.5865,-80.5388,13517,47.7,36684,22830,2302,0.170304062,0.038322113
Montague, TX,2017,1,0,0,33.7904,-97.728,19406,44,46592,26278,2948,0.15191178,0.028753994
Montcalm, MI,2017,1,0,0,43.4082,-85.052,62956,40.5,44651,21509,10487,0.166576657,0.030910477
Montezuma, CO,2017,1,0,1,37.3055,-108.614,25770,44.1,45645,24440,4275,0.16589057,0.027202173
Montgomery, GA,2017,1,1,1,32.1934,-82.5934,8962,39.4,40308,20114,1593,0.177750502,0.027895559
Montgomery, IN,2017,1,0,0,40.0102,-86.7981,38288,40.5,53075,25519,3734,0.097524028,0.022356874
Montgomery, MS,2017,1,1,0,33.4761,-89.7283,10309,42.6,34983,22666,2604,0.25259482,0.039577069
Montgomery, NC,2017,1,0,0,35.3647,-79.8998,27445,42.8,38254,20900,5550,0.202222627,0.024048096
Moore, TX,2017,1,0,1,35.8705,-101.978,22016,30.5,52469,21372,3677,0.167014898,0.020712209
Morgan, GA,2017,1,2,0,33.5157,-83.5008,18013,44.2,59572,28830,2374,0.131793705,0.026702937
Morgan, IL,2017,1,0,0,37.8939,-88.9182,34442,41.2,49353,26253,4611,0.133877243,0.029702108
Morgan, IN,2017,1,0,0,39.5431,-86.3709,69533,41.5,60317,27402,8073,0.116103145,0.028993428
Morgan, OH,2017,1,0,0,39.4892,-81.8659,14773,44.2,40276,22122,3110,0.21051919,0.022947269
Morgan, TN,2017,1,0,0,36.257,-84.6703,21639,41.2,40707,18649,4279,0.197744813,0.026988308
Morrow, OH,2017,1,0,0,40.4094,-82.8104,34935,41.8,52767,24864,3347,0.095806498,0.021926435
Murray, OK,2017,1,0,1,34.5222,-96.985,13797,42.2,51844,24804,1889,0.136913822,0.017974922
Musselshell, MT,2017,1,0,0,46.4185,-108.52,4766,49.1,38156,23908,812,0.170373479,0.023080151
Ness, KS,2017,1,0,0,38.4457,-99.9076,3001,47.2,48412,30761,260,0.086637787,0.012995668
New Kent, VA,2017,1,0,0,37.4913,-76.9897,20523,44,78429,36768,1017,0.049554159,0.026847927
New Madrid, MO,2017,1,0,0,36.8451,-89.6904,18030,41.3,33846,20261,4240,0.235163616,0.039711592
Newton, TX,2017,1,0,1,30.8548,-93.7614,14187,43.5,40180,20800,2202,0.155212519,0.045816593
Nicholas, KY,2017,1,0,1,38.2725,-83.9318,7061,41.6,38900,21519,1919,0.271774536,0.029457584
Nicholas, WV,2017,1,0,0,38.2616,-81.2224,25496,44.9,39037,22101,4692,0.184028867,0.030161594
Noble, OK,2017,1,0,0,36.5632,-97.1524,11421,41.5,52372,28054,1316,0.115226337,0.023115314
Nolan, TX,2017,1,0,1,32.0851,-100.3194,14990,38.8,42019,23686,2445,0.163108739,0.032221481
Norman, MN,2017,1,1,0,47.3515,-96.8204,6589,44.3,53034,27099,770,0.116861436,0.016239187
Nottoway, VA,2017,1,1,1,37.1908,-78.1951,15537,41.3,38410,19452,3039,0.195597606,0.021947609
Nowata, OK,2017,1,0,1,36.6021,-94.7633,10448,42.3,41282,21491,1849,0.176971669,0.042783308
Ogemaw, MI,2017,1,1,0,44.2853,-84.2136,20979,49.7,38149,22028,3856,0.18380285,0.041136374
Oglethorpe, GA,2017,1,1,0,32.6998,-83.7849,14654,42.5,43938,21858,2543,0.173536236,0.026886857
Ohio, IN,2017,1,1,0,38.9492,-84.8541,5911,46.8,58359,27715,288,0.04872272,0.017763492
Okanogan, WA,2017,1,1,0,48.3846,-119.557,41377,43.1,42598,22755,8869,0.214346134,0.029219131
Oneida, ID,2017,1,0,1,42.1831,-112.289,4284,39.5,43491,21360,535,0.124883287,0.022408964
Orange, VA,2017,1,0,1,38.0633,-78.2537,35265,41.9,67196,30660,3054,0.086601446,0.031390897
Oregon, MO,2017,1,1,0,36.523,-91.5426,10779,46.3,32070,18309,2662,0.246961685,0.020317284
Osage, MO,2017,1,0,0,38.4753,-91.8368,13610,40.1,54503,24995,912,0.067009552,0.017340191
Otero, CO,2017,1,0,0,38.0572,-103.72,18325,40.2,35051,20358,4085,0.222919509,0.04
Ottawa, KS,2017,1,1,0,38.9897,-97.8186,5957,42.4,51797,28839,567,0.095182139,0.017122713
Overton, TN,2017,1,1,0,36.3875,-85.3265,21995,42.6,36052,19961,4241,0.192816549,0.022095931
Owen, IN,2017,1,1,0,39.3582,-86.7574,20957,44.6,48315,24220,3230,0.154125113,0.030347855
Owen, KY,2017,1,0,2,38.4295,-84.7136,10686,42.2,44031,22802,1754,0.164139996,0.020962006
Owsley, KY,2017,1,1,0,37.4782,-83.688,4497,41.8,22736,16582,1451,0.322659551,0.039359573
Ozark, MO,2017,1,0,0,36.5074,-92.5046,9328,51.1,32021,17857,2549,0.273263293,0.030660377
Ozaukee, WI,2017,1,0,1,43.3656,-87.9064,87817,43.9,80526,45820,5087,0.057927281,0.016374962
Page, VA,2017,1,0,1,38.6692,-78.4738,23694,45,46140,24057,3988,0.168312653,0.037942095
