County,State,Year,Number of Incidents,Total Killed,Total Injured,Latitude,Longitude,Population,Median Age,Household Income,Per Capita Income,Poverty Count,Poverty Rate,Unemployment Rate
Ripley, MO,2017,2,4,0,36.5486,-90.854,13807,42.5,33849,18434,3187,23.0824944,3.0129644
Rockcastle, KY,2017,2,3,0,37.3594,-84.3559,16815,42.2,35888,19750,3464,20.6006542,4.0083259
Sanders, MT,2017,2,2,1,47.7803,-115.516,11414,52.7,36445,23020,2378,20.8340634,2.9262309
Sanilac, MI,2017,2,0,0,43.2644,-82.6406,41535,44.8,44417,23924,6165,14.8429036,3.5656675
Santa Cruz, AZ,2017,2,0,0,31.3357,-110.967,46358,36.6,39630,19482,10049,21.676949,3.5743561
Sauk, WI,2017,2,1,0,43.5291,-90.0066,63340,41.3,54447,28331,7062,11.1493527,1.9813704
Scott, IN,2017,2,0,1,38.6802,-85.7717,23722,40.7,49243,24186,3198,13.4811567,2.5714527
Scott, MN,2017,2,0,2,44.7721,-93.4142,141463,36,93151,38322,7872,5.564706,1.9856782
Seminole, OK,2017,2,2,0,35.113,-96.459,25246,39.2,37741,19605,5548,21.9757585,3.196546
Sevier, UT,2017,2,0,0,38.8281,-111.963,20961,34.9,50850,21196,2731,13.0289585,2.0561996
Shelby, IN,2017,2,2,0,39.5228,-85.7732,44339,41.3,57216,27317,4623,10.4264868,2.5891427
Sitka, AK,2017,2,1,1,57.0658,-135.361,8810,38.9,70765,36617,800,9.0805902,2.8036322
Smyth, VA,2017,2,2,2,36.9018,-81.6272,31298,44.6,40544,22319,5316,16.9851109,2.7765352
Spencer, KY,2017,2,2,0,38.0707,-85.3527,18012,40.7,68916,30779,1556,8.6386853,2.9980013
St. Croix, WI,2017,2,2,1,45.1024,-92.533,87142,38.3,77768,36561,4103,4.708407,1.8601822
St. Helena, LA,2017,2,2,1,30.6823,-90.6545,10509,38.3,35254,21148,2719,25.8730612,6.4516129
Starr, TX,2017,2,1,3,26.3748,-98.799,63420,28.8,27133,13167,21968,34.6389152,5.9476506
Stevens, WA,2017,2,0,0,48.6107,-118.056,43858,46.4,47272,24707,6782,15.4635414,2.7178622
Stewart, GA,2017,2,1,1,31.9995,-84.7953,5832,37,22413,14954,1640,28.1207133,3.1378601
Stone, MS,2017,2,0,1,30.898,-89.1708,17981,37.4,46283,21615,2995,16.6564707,2.5137645
Suwannee, FL,2017,2,0,0,30.2923,-82.9947,43814,41.7,40600,21565,8576,19.5736523,3.7864609
Tattnall, GA,2017,2,1,2,31.9461,-81.9284,25402,36.9,36355,16279,4553,17.9237855,1.2715534
Taylor, FL,2017,2,0,2,30.1355,-83.5906,22350,41.4,37188,16979,2992,13.3870246,1.9284116
Teton, ID,2017,2,0,0,43.7257,-111.099,10776,36.4,55986,28004,888,8.2405345,3.4613957
Tillamook, OR,2017,2,0,1,45.6104,-123.945,25840,48,45061,25458,3894,15.0696594,2.248452
Tioga, NY,2017,2,0,0,42.0281,-76.4121,49322,44,57153,30252,5453,11.0559183,3.2176311
Tioga, PA,2017,2,0,2,41.9868,-76.9396,41550,44,50017,25353,5461,13.143201,2.9795427
Twiggs, GA,2017,2,1,1,32.6872,-83.3472,8323,46.3,30629,17485,2244,26.9614322,2.0785774
Uinta, WY,2017,2,0,1,41.2588,-110.968,20758,35.1,54672,27115,3048,14.6834955,3.1265054
Uintah, UT,2017,2,1,2,40.2111,-109.729,36343,30.1,67012,25001,4163,11.4547506,2.9606802
Union, KY,2017,2,2,0,37.6626,-87.9001,14915,37.5,42139,21758,3326,22.2996983,3.4394904
Union, MS,2017,2,1,1,34.4859,-89.0065,28202,37.9,40076,19518,5055,17.9242607,3.7231402
Union, TN,2017,2,2,0,36.2138,-83.7884,19176,42,40132,20478,4080,21.2765957,2.9411765
Van Zandt, TX,2017,2,3,0,32.6549,-95.9444,53607,43.3,50061,25394,7489,13.9701905,2.6246572
Wadena, MN,2017,2,3,0,46.629,-95.0878,13626,41.7,45018,24200,1977,14.5090269,2.715397
Waller, TX,2017,2,1,2,30.1131,-95.9902,48443,28.8,53506,23888,7853,16.2108045,3.7900213
Walworth, WI,2017,2,2,0,42.6431,-88.5374,102917,39.4,58401,29192,12405,12.0534023,3.0850103
Warren, GA,2017,2,0,3,33.4101,-82.6626,5410,44.2,32860,20712,1427,26.3770795,3.4935305
Warren, NY,2017,2,0,0,43.2998,-73.6551,64701,46.2,60222,33127,6328,9.7803743,2.5223721
Wasco, OR,2017,2,0,1,45.6219,-121.213,25687,40.9,48510,24727,3449,13.4270253,3.0482345
Washington, TX,2017,2,1,0,30.1668,-96.4035,34667,42,55793,28517,4298,12.3979577,2.8240113
Wayne, TN,2017,2,1,0,35.3006,-87.7377,16713,41.9,34299,18702,2882,17.2440615,3.1711841
Wetzel, WV,2017,2,1,0,39.6786,-80.8576,15793,45.9,40694,22088,3629,22.9785348,2.4377889
White, GA,2017,2,0,2,34.5964,-83.7721,28509,45.1,43944,23630,4981,17.4716756,1.8590621
Whitley, IN,2017,2,0,1,41.2422,-85.4301,33481,41,57041,28073,3117,9.3097578,1.8667304
Wilkinson, GA,2017,2,0,0,32.8236,-83.1891,9147,42.5,38711,19823,2112,23.0895376,3.4000219
Windham, VT,2017,2,0,0,43.1439,-72.4575,43332,46.8,50831,29819,5876,13.5604172,3.0000923
Winnebago, IA,2017,2,0,0,43.3817,-93.9498,10545,42.5,50072,26558,998,9.464201,3.6510194
Woodford, KY,2017,2,0,1,38.0547,-84.7467,25817,42.3,60604,31208,3680,14.2541736,1.979316
Yalobusha, MS,2017,2,1,3,34.1428,-89.6319,12426,41.8,37647,20037,2756,22.1793015,2.382102
Yancey, NC,2017,2,1,0,35.9646,-82.4722,17605,46.8,37610,21947,3419,19.4206191,3.6239705
Yell, AR,2017,2,4,0,35.113,-93.2324,21601,39.7,39696,20209,3792,17.5547428,2.7637609
Adair, KY,2017,1,1,0,37.0823,-85.3278,19304,40.8,36575,18408,3860,19.9958558,2.7300041
Adams, IA,2017,1,0,1,40.886,-94.872,3785,47.7,49745,27022,418,11.0435931,2.0871863
Adams, OH,2017,1,0,0,41.586,-80.7961,27926,42.2,36320,20248,6537,23.4082933,2.9184273
Aitkin, MN,2017,1,0,0,46.6092,-93.5695,15841,54.5,45860,26883,1895,11.9626286,2.6134714
Albany, WY,2017,1,1,0,41.2744,-105.37,37944,27.1,45816,26034,8205,21.6239722,2.7856842
Albemarle, VA,2017,1,1,0,37.8596,-78.5189,105105,38.6,72265,39273,9581,9.1156463,1.5907902
Alfalfa, OK,2017,1,0,0,35.8147,-95.159,5877,43.8,57432,28007,539,9.1713459,1.8036413
Allegan, MI,2017,1,1,0,42.5134,-85.8965,114145,39.7,58487,27172,12169,10.6610014,1.748653
Alleghany, NC,2017,1,1,0,36.5076,-81.119,10935,49.2,38944,21153,2266,20.7224508,2.4508459
Alpena, MI,2017,1,0,0,45.0781,-83.7221,28730,47.6,40954,24030,4206,14.6397494,3.0212322
Amite, MS,2017,1,0,1,31.1325,-90.6602,12574,46.4,30129,19665,2846,22.6340067,4.3979641
Appling, GA,2017,1,1,2,31.7742,-82.3465,18471,39.3,37089,19936,4435,24.0106112,3.1508852
Aransas, TX,2017,1,1,1,28.0617,-97.0508,24832,49.6,44601,29999,4344,17.4935567,3.0202964
Archuleta, CO,2017,1,1,0,37.2153,-107.186,12592,49.8,48016,29344,1446,11.4834816,2.6048285
Ashland, OH,2017,1,0,1,40.6576,-82.3116,53299,40.4,50893,24612,7230,13.5649825,2.0563238
Ashley, AR,2017,1,1,0,33.1256,-91.9683,20771,41.8,36407,20703,4368,21.0293197,4.1885321
Asotin, WA,2017,1,0,0,46.4216,-117.051,22259,44.7,47483,26878,2956,13.2800216,3.1582731
Athens, OH,2017,1,0,1,39.383,-82.2771,65563,28.6,37191,20062,16837,25.680643,3.9854796
Avery, NC,2017,1,0,0,36.0375,-81.9664,17535,44.5,37109,21704,2154,12.2840034,2.2583405
Baca, CO,2017,1,0,0,37.3861,-102.2801,3581,47.6,35898,22853,674,18.8215582,2.1781625
Bacon, GA,2017,1,0,0,31.5321,-82.4792,11279,37.6,38824,18856,2466,21.8636404,1.2323788
Barber, KS,2017,1,1,0,37.2921,-98.5787,4905,43.4,52075,28840,772,15.7390418,1.2640163
Barbour, WV,2017,1,0,0,39.2212,-80.0206,16790,40.9,37516,20762,3623,21.5783204,3.7224538
Barnes, ND,2017,1,0,0,46.9251,-98.0056,10971,44.5,56237,32517,1044,9.5159967,1.6771488
Barry, MI,2017,1,1,1,42.5526,-85.2213,59607,42.7,57312,27166,5440,9.1264449,3.0751422
Bath, KY,2017,1,1,0,38.2425,-83.8734,12189,39.9,38763,20059,2888,23.6934941,3.0929527
Bath, VA,2017,1,1,0,37.9519,-79.9564,4458,47.3,44483,28195,405,9.0847914,4.6433378
Ben Hill, GA,2017,1,2,0,31.7271,-83.2566,17272,39,32344,16635,5139,29.753358,1.9279759
Bennington, VT,2017,1,0,0,43.0049,-73.2625,36054,46.6,52251,31313,4443,12.3231819,2.2299884
Benton, IN,2017,1,0,1,40.5177,-87.2549,8685,40.9,49183,23652,1271,14.6344272,2.084053
Benton, MO,2017,1,0,0,38.2509,-93.3584,18918,53.2,35097,20163,3456,18.2683159,3.5098848
Bibb, AL,2017,1,1,0,32.9222,-87.2118,22580,39.8,43404,20911,3133,13.8751107,3.2240921
Bienville, LA,2017,1,0,1,32.3136,-93.3041,13806,42.3,34077,22701,3409,24.6921628,2.9045343
Blaine, OK,2017,1,0,1,36.0579,-98.5477,9680,42.1,46362,22823,1224,12.6446281,1.3326446
Bollinger, MO,2017,1,0,0,37.3244,-89.98,12347,43.9,40791,20687,2438,19.7456872,2.1705677
Bon Homme, SD,2017,1,0,1,43.0267,-98.0605,6972,43.5,52923,24858,562,8.0608147,0.4876649
Boone, IA,2017,1,0,0,42.0583,-93.8963,26381,41.4,57906,30190,2426,9.1960123,2.3994542
Boone, IN,2017,1,1,0,40.0485,-86.4681,63013,38.4,75591,42844,3820,6.0622411,1.7551934
Boyd, NE,2017,1,0,0,42.7683,-98.3536,2049,52.1,48750,26413,197,9.6144461,0.829673
Boyle, KY,2017,1,0,0,37.6207,-84.7772,29773,40.2,43076,23822,4140,13.9052161,2.1294461
Breckinridge, KY,2017,1,1,0,37.7896,-86.2875,19991,43.3,44057,20735,3466,17.337802,4.2118954
Brooke, WV,2017,1,0,0,40.2046,-80.5691,23067,46.2,48835,25630,2857,12.3856592,1.6387046
Brookings, SD,2017,1,0,1,44.3024,-96.7893,33697,26.7,53473,27197,4815,14.2891059,1.9319227
Broomfield, CO,2017,1,0,0,39.878,-105.082,64283,37.8,85639,43736,3340,5.1957749,2.2416502
Brown, KS,2017,1,0,0,39.8581,-95.5401,9736,42.2,46964,24319,1275,13.0957272,1.6639277
Brown, OH,2017,1,1,0,38.732,-83.8366,43799,41.6,49188,24525,7641,17.4456038,3.050298
Brunswick, VA,2017,1,0,7,36.8119,-77.7709,16435,43.4,40871,20278,2981,18.1381199,3.2065713
Bryan, GA,2017,1,0,0,31.9136,-81.3061,34883,34.8,68589,29880,4897,14.0383568,3.7697446
Buchanan, IA,2017,1,0,0,42.4825,-91.9433,21101,38.7,59348,30974,1621,7.6821004,1.6492109
Bureau, IL,2017,1,0,0,41.3861,-89.2752,33619,43.7,54271,28332,4175,12.4185728,2.9447634
Burnet, TX,2017,1,0,1,30.7628,-98.2189,45017,44,57173,29247,5473,12.1576293,1.9303819
Butler, KS,2017,1,0,0,37.8103,-96.6197,66260,38.1,62324,28478,6845,10.3305161,2.2441896
Butler, KY,2017,1,0,0,37.2173,-86.7001,12735,41.2,39362,21787,2731,21.4448371,2.3085984
Butts, GA,2017,1,0,0,34.106,-83.5869,23556,38.4,39655,21236,4892,20.7675327,3.0140941
Caldwell, KY,2017,1,1,0,37.1111,-87.8831,12747,42.6,46182,25272,2214,17.3687927,3.0830784
Caldwell, NC,2017,1,0,0,35.8065,-81.5267,81805,44.1,40735,21991,13214,16.1530469,3.683149
Calhoun, AR,2017,1,0,1,33.5288,-92.457,5194,45.2,37225,22866,986,18.9834424,2.5991529
Callahan, TX,2017,1,0,0,32.3287,-99.4797,13660,43.3,40945,22205,2109,15.4392387,1.3689605
Cameron, PA,2017,1,0,0,41.51,-78.2376,4754,50.8,40402,24933,674,14.1775347,1.9141775
Campbell, TN,2017,1,0,1,36.3252,-84.187,39824,43.5,35377,21282,8071,20.2666734,3.2794295
Campbell, VA,2017,1,0,1,37.3426,-78.9863,55158,42.8,48823,26417,6366,11.5413902,1.6733747
Campbell, WY,2017,1,0,0,44.2739,-105.502,48116,33.2,80178,33200,4450,9.2484828,2.5542439
Carbon, WY,2017,1,0,0,41.7895,-107.241,15689,38.2,57644,27797,1985,12.6521767,1.6699598
Carroll, MS,2017,1,1,0,33.5179,-89.9201,10221,46,43068,22995,1404,13.736425,2.7688093
Carson, TX,2017,1,1,0,35.3205,-101.447,6033,41.1,67010,31788,381,6.315266,0.9448036
Carter, MT,2017,1,2,0,45.5677,-104.208,1320,51.6,45347,30659,152,11.5151515,1.3636364
Cass, TX,2017,1,0,0,33.0116,-94.3655,30118,42.9,41432,22145,5471,18.1652168,3.1243774
Catahoula, LA,2017,1,1,0,31.7787,-91.8311,10044,38,34470,20717,1964,19.5539626,2.17045
Catoosa, GA,2017,1,0,0,34.9606,-85.1673,65870,39.6,54537,25643,7045,10.6953089,2.7296189
Cedar, MO,2017,1,1,0,37.6233,-93.8036,13862,44,35930,20228,3079,22.211802,4.4582311
Charlotte, VA,2017,1,0,1,37.0026,-78.3993,12176,45.2,38350,19830,2709,22.2486859,2.9402102
Cheboygan, MI,2017,1,0,1,45.6095,-84.4712,25475,50.1,42876,24956,4217,16.5534838,4.9303238
Chelan, WA,2017,1,1,0,47.5962,-120.661,75138,39.9,54975,27605,9516,12.664697,2.7709015
Cherokee, IA,2017,1,0,0,42.8127,-95.715,11577,46.3,53998,30973,1307,11.289626,1.788028
Cherokee, NC,2017,1,0,1,35.0589,-84.1813,27463,50.8,38115,21152,4561,16.6077996,3.0113243
Cheyenne, NE,2017,1,2,0,41.1405,-102.992,10012,40.7,58770,32995,1078,10.7670795,1.418298
Chickasaw, IA,2017,1,0,1,42.9536,-92.5388,12140,44.2,50688,27973,1070,8.8138386,1.3509061
Choctaw, AL,2017,1,1,0,32.2277,-88.3245,13188,45.8,32122,20994,2903,22.0124355,3.5486806
Christian, IL,2017,1,0,1,39.5919,-89.4258,33562,42.7,50668,25614,4033,12.0165664,2.1691198
Claiborne, TN,2017,1,0,0,36.5739,-83.5797,31566,42.7,35428,20184,6768,21.4407907,3.5132738
Clarendon, SC,2017,1,0,2,33.6136,-80.4219,34156,43.6,35838,20616,7551,22.1073896,4.7078112
Clarion, PA,2017,1,0,0,40.9236,-79.6633,38747,41.3,44373,23595,6553,16.9122771,3.1408883
Clarke, AL,2017,1,3,0,34.7691,-85.8728,24625,42.2,33827,20765,6108,24.8040609,5.7827411
Clay, AL,2017,1,0,1,33.3305,-85.648,13407,43.8,37287,21330,2493,18.5947639,2.8268815
Clay, AR,2017,1,0,0,36.4044,-90.5903,15190,43.4,32219,19171,3339,21.9815668,2.2909809
Clay, GA,2017,1,2,0,31.612,-85.0462,3024,44.6,23315,14559,1230,40.6746032,7.3082011
Clay, WV,2017,1,1,0,38.4715,-81.1033,8901,43.6,34242,16229,2218,24.9185485,3.437816
Clearwater, ID,2017,1,1,0,46.498,-116.316,8533,50.3,41122,22169,1048,12.2817298,2.1563342
Clinton, MO,2017,1,1,0,39.7411,-94.2329,20495,41.1,57591,27655,2190,10.6855331,1.8687485
Clinton, OH,2017,1,0,0,39.5216,-83.8443,41869,39.8,49997,25238,5962,14.2396522,3.2434498
Clinton, PA,2017,1,1,0,41.1875,-77.3062,39321,38.5,47990,22794,6431,16.3551283,2.7974873
Coal, OK,2017,1,0,0,34.605,-96.4145,5666,41.8,39931,24004,1122,19.8023297,3.4062831
Cochran, TX,2017,1,0,1,33.7216,-102.758,2932,33.5,37500,19195,717,24.4542974,3.5129604
Codington, SD,2017,1,1,0,44.905,-97.1132,27963,38.3,52025,29249,3214,11.4937596,1.4054286
Columbia, AR,2017,1,0,0,33.0437,-93.4353,23992,36.2,37072,20296,5553,23.1452151,4.3264421
Colusa, CA,2017,1,0,0,39.2105,-122.011,21479,34.7,56481,25676,2979,13.8693608,2.7561805
Conejos, CO,2017,1,3,1,37.2749,-106.006,8147,38.2,35657,19047,1709,20.9770468,3.6823371
Conway, AR,2017,1,1,0,35.1521,-92.7301,20954,41.2,39638,22365,3845,18.3497184,3.0590818
Cook, MN,2017,1,1,0,47.7814,-90.3831,5270,52.1,51903,31831,679,12.8842505,1.3472486
Cooke, TX,2017,1,0,1,33.642,-97.1339,39064,40.5,60027,29067,5313,13.6007577,2.6187794
Coos, NH,2017,1,0,0,44.4676,-71.1661,32119,48,45386,25895,3989,12.4194402,2.9795448
Crawford, IN,2017,1,0,0,38.3534,-86.3381,10598,43.7,40067,19424,1851,17.4655595,1.8022268
Crawford, MO,2017,1,1,0,38.0434,-91.2698,24387,41.6,37171,20799,4803,19.6949194,5.0559724
Crawford, WI,2017,1,0,0,43.0464,-91.1123,16313,45.7,47331,24391,2031,12.4501931,1.9800159
Crittenden, KY,2017,1,0,0,37.3293,-88.0888,9154,43.2,41114,22765,1576,17.2165174,1.8461875
Crook, WY,2017,1,0,0,44.3695,-104.364,7347,42.2,66944,34186,370,5.0360691,1.8510957
Cumberland, VA,2017,1,0,1,37.5203,-78.293,9797,44.5,43020,23488,2107,21.5065836,3.6848015
Custer, CO,2017,1,1,0,38.1394,-105.422,4505,58.2,41330,26032,693,15.3829079,2.9522752
Custer, MT,2017,1,0,0,46.4084,-105.837,11895,41,53050,28501,1124,9.4493485,0.9583859
Custer, NE,2017,1,0,1,41.3475,-99.7535,10836,43.5,48836,32605,1271,11.7294205,1.3473606
Custer, SD,2017,1,0,0,43.7579,-103.61,8519,53.8,56449,31015,1081,12.6892828,1.960324
Dallam, TX,2017,1,0,1,36.0508,-102.502,7207,32.1,45580,25221,1139,15.8040794,1.8731789
Davison, SD,2017,1,0,0,43.7115,-98.0255,19753,38.2,48665,28086,2376,12.0285526,2.1515719
Dawson, GA,2017,1,0,1,34.333,-84.0627,23397,43.3,62284,31954,2729,11.6638885,2.944822
Dawson, MT,2017,1,1,0,47.0826,-104.846,9324,41.9,59622,29130,1088,11.6688117,0.5684256
Delaware, OH,2017,1,0,0,40.4127,-82.954,193024,38.4,100229,45116,9625,4.9864266,1.3905007
Dent, MO,2017,1,1,0,37.6398,-91.5346,15566,44.1,38829,20908,3178,20.4162919,3.0194013
Desha, AR,2017,1,1,0,33.8902,-91.4972,12094,40.2,27036,18187,3886,32.1316355,5.1099719
DeWitt, TX,2017,1,0,0,29.103,-97.285,20474,41.2,50960,28116,2975,14.5306242,2.6912181
Dickinson, MI,2017,1,1,0,45.8226,-88.0664,25694,46.4,45681,25998,3855,15.0035028,2.7827508
Dodge, GA,2017,1,0,1,32.1973,-83.1712,21063,41.2,35290,18563,4229,20.0778617,3.6129706
Dodge, NE,2017,1,0,0,41.4382,-96.4912,36576,39.1,51748,27162,4677,12.7870735,2.3512686
Dodge, WI,2017,1,0,2,43.3152,-88.8438,87833,42.4,56038,27000,7293,8.3032573,2.510446
Dooly, GA,2017,1,1,0,32.0512,-83.6189,14053,43.5,33389,16867,2837,20.1878602,4.1058849
Door, WI,2017,1,0,1,44.8238,-87.3938,27443,52.3,56494,34253,2282,8.3154174,2.3758335
Douglas, MO,2017,1,1,1,36.9569,-92.6594,13391,47.3,33003,18095,2718,20.2972145,2.8302591
Douglas, NV,2017,1,0,0,38.9728,-119.911,47632,50.8,61176,35727,4647,9.7560464,2.8594222
Dunn, ND,2017,1,0,1,47.3745,-102.797,4349,41.2,68594,42438,449,10.3242125,1.7475282
Edgefield, SC,2017,1,1,0,33.7896,-81.9296,26620,42.6,47500,23804,3715,13.9556724,3.0653644
Elbert, GA,2017,1,1,0,34.1178,-82.867,19288,42.3,35207,21138,4246,22.0136873,3.1781418
Ellis, KS,2017,1,0,1,38.8791,-99.307,28877,32,49562,29339,4631,16.0369845,1.5756484
Essex, NY,2017,1,0,0,44.2812,-73.9854,38233,46.7,55294,29008,3170,8.2912667,3.274658
Fayette, IL,2017,1,1,0,39.1601,-89.1142,21980,41.4,44541,21844,3564,16.2147407,3.2211101
Fayette, IN,2017,1,0,0,39.6571,-85.1334,23426,42.4,41476,22428,4188,17.8775719,3.3765901
Fayette, TX,2017,1,1,0,29.8689,-96.9064,24963,47.2,56941,30405,2220,8.8931619,0.729079
Fergus, MT,2017,1,0,0,47.0618,-109.418,11327,45.7,47110,27491,1640,14.4786793,1.3419264
Ferry, WA,2017,1,0,1,48.918,-118.661,7568,49,41081,21951,1582,20.9038055,3.4223044
Fillmore, MN,2017,1,0,1,43.651,-92.1116,20825,42.5,57093,28441,2309,11.0876351,1.4981993
Finney, KS,2017,1,1,0,37.9693,-100.889,37097,30.6,51703,23074,5914,15.9419899,2.4826805
Floyd, IA,2017,1,1,0,43.076,-92.6712,15904,44.6,48607,28323,2438,15.3294769,1.4461771
Floyd, VA,2017,1,0,0,36.9118,-80.3184,15594,46,48396,25446,1868,11.9789663,2.6933436
Fluvanna, VA,2017,1,0,1,37.9234,-78.3216,26109,42.6,67964,31952,1517,5.810257,2.3669999
Foard, TX,2017,1,1,0,33.9574,-99.7015,1414,48.6,50000,26034,78,5.5162659,5.3041018
Franklin, AR,2017,1,0,1,35.2954,-94.0463,17803,41.4,39472,19988,3829,21.5076111,2.6119193
Franklin, GA,2017,1,0,0,34.4304,-83.1114,22328,41.1,39246,19663,5503,24.6461842,2.4991043
Franklin, ID,2017,1,4,0,42.092,-111.879,13120,32.6,51583,20454,1601,12.2027439,1.0823171
Franklin, LA,2017,1,0,0,32.1651,-91.721,20388,38,34722,18786,5481,26.8834609,3.4333922
Frederick, VA,2017,1,0,0,39.0261,-78.2733,83784,40.5,71037,32554,4591,5.4795665,2.1937363
Fulton, IL,2017,1,0,1,40.4744,-90.2949,35733,42.5,48599,24269,5146,14.4012537,3.4841743
Gaines, TX,2017,1,2,2,32.7184,-102.645,19889,28.1,58167,22656,2180,10.9608326,1.9156318
Garfield, UT,2017,1,0,1,37.5625,-111.995,5020,41.2,51700,23228,633,12.6095618,2.1314741
Garrard, KY,2017,1,1,1,37.5985,-84.5785,17226,42.4,47906,24874,3105,18.0250784,4.1390921
Gasconade, MO,2017,1,0,0,38.3302,-91.5305,14769,45.9,50687,25963,1726,11.6866409,1.6385673
Gem, ID,2017,1,1,0,43.8719,-116.503,16850,45.2,42888,20041,3455,20.504451,2.4332344
Geneva, AL,2017,1,0,1,31.0553,-85.9112,26572,42.7,39293,21084,5903,22.2151137,3.8047569
Giles, TN,2017,1,1,0,35.1889,-87.026,29024,43.1,43925,22994,4498,15.4975193,2.6805402
Giles, VA,2017,1,1,0,37.292,-80.6695,16867,44.4,49734,25004,1873,11.1045236,2.2647774
Gillespie, TX,2017,1,0,0,30.2903,-99.2459,25939,50.2,56267,32557,3175,12.240256,2.3902232
Goochland, VA,2017,1,1,0,37.6973,-77.8944,22148,48.4,86652,47610,1120,5.05689,1.6615496
Grant, KY,2017,1,1,0,38.7496,-84.5983,24800,36.5,43881,20892,5201,20.9717742,2.1733871
Gray, TX,2017,1,1,0,35.5358,-100.988,22962,36.7,48314,23457,3169,13.8010626,2.1426705
Greene, GA,2017,1,1,0,33.7163,-83.068,16732,48.9,45069,32890,3623,21.6531198,2.540043
Greene, IA,2017,1,0,0,42.0187,-94.2078,9046,45.7,52529,27968,892,9.8607119,3.2721645
Greene, IN,2017,1,0,0,39.0372,-87.1621,32431,42.8,49648,24744,4114,12.6853936,2.9107952
Greene, MS,2017,1,0,0,31.4844,-88.5018,13801,39,48029,18002,1572,11.390479,3.8040722
Greene, NY,2017,1,0,1,42.2259,-73.8968,47791,45.6,53214,27402,5550,11.6130652,2.7892281
Greenwood, KS,2017,1,0,0,37.957,-101.781,6227,48.6,41648,24837,760,12.2049141,1.814678
Grimes, TX,2017,1,0,1,30.3843,-96.0657,27358,40.4,49745,23585,4444,16.2438775,2.2187294
Gunnison, CO,2017,1,0,0,38.5514,-106.934,16215,34.5,52651,27669,2170,13.3826704,4.5945113
Hamilton, TX,2017,1,0,1,31.7006,-98.1127,8220,46.4,46611,26522,1273,15.486618,1.3868613
Hampshire, MA,2017,1,0,0,42.3136,-72.6277,161197,36.1,64974,32198,19052,11.8190785,3.617313
Hampshire, WV,2017,1,0,1,39.3424,-78.7582,23412,45.4,36575,21771,3853,16.4573723,2.3833931
Hancock, GA,2017,1,2,0,33.2822,-82.965,8667,44.3,29268,15454,1804,20.8145841,1.0268836
Hancock, KY,2017,1,0,0,37.873,-86.936,8700,40.2,49135,22438,1353,15.5517241,2.7356322
Hancock, WV,2017,1,0,0,40.4109,-80.5378,29921,46.1,43634,25157,3977,13.2916681,3.6395842
Haralson, GA,2017,1,1,0,33.805,-85.1773,28722,40.7,43663,23141,5064,17.6310842,3.189193
Harlan, NE,2017,1,0,1,40.1186,-99.3553,3469,49.5,46750,26375,441,12.7125973,0.9512828
Harney, OR,2017,1,0,0,43.6141,-119.02,7195,46.2,39504,24398,1239,17.2202919,6.0180681
Harris, GA,2017,1,0,0,32.8718,-84.8668,33198,43.2,69539,32373,2382,7.175131,4.2261582
Harrison, IN,2017,1,1,0,38.4086,-86.112,39450,42.7,53897,25993,5005,12.6869455,3.166033
Harrison, OH,2017,1,0,0,40.3763,-80.9949,15397,46,46223,22965,2371,15.3991037,2.2601806
Hart, KY,2017,1,1,0,37.1793,-85.9002,18531,40.6,37315,19715,4211,22.724084,2.7035778
Haskell, TX,2017,1,0,0,33.1505,-99.7241,5806,43.4,43529,21120,958,16.5001722,3.9614192
Henry, AL,2017,1,1,0,31.6147,-85.2004,17110,43.5,45569,23983,2310,13.5008767,2.8988895
Hidalgo, NM,2017,1,0,1,32.0316,-108.684,4446,42.6,31829,18338,1133,25.4835807,3.5987404
Highland, OH,2017,1,2,3,39.197,-83.5996,43031,40.3,42333,22079,9150,21.2637401,3.2093142
Hill, MT,2017,1,0,1,48.5485,-109.689,16468,34.4,45269,21780,3393,20.6035949,2.9451057
Hood, TX,2017,1,0,0,32.435,-97.7813,55418,46.8,60275,32578,6722,12.129633,1.2847811
Hoonah-Angoon, AK,2017,1,0,0,58.11,-135.445,2146,48.9,57900,33704,238,11.0904007,6.4305685
Hot Spring, AR,2017,1,1,0,34.3724,-92.8128,33480,41.7,40626,20868,4941,14.7580645,2.6194743
Houghton, MI,2017,1,0,0,47.2384,-88.4352,36333,32.9,41379,21462,7264,19.992844,3.0660832
Huerfano, CO,2017,1,1,0,37.6392,-104.815,6498,54.9,35801,25547,937,14.4198215,3.1855956
Hughes, OK,2017,1,0,1,35.1739,-96.2301,13519,39.8,38425,18004,2383,17.6270434,2.9809897
Hutchinson, SD,2017,1,1,0,43.3456,-99.8966,7277,44.3,49583,29869,909,12.4914113,2.7896111
Hyde, NC,2017,1,0,0,35.5472,-76.2261,5507,42.7,40532,19181,985,17.8863265,4.5941529
Idaho, ID,2017,1,0,0,46.1085,-115.858,16275,49.5,40299,20741,2105,12.9339478,2.2058372
Ionia, MI,2017,1,0,0,42.8672,-84.9101,64147,38.7,51980,22715,7905,12.3232575,2.8855597
Iron, MI,2017,1,0,0,46.0557,-88.605,11291,53.8,36773,23658,1556,13.7808874,2.3381454
Iron, MO,2017,1,1,0,37.5952,-90.6374,10286,45.3,36457,19414,2083,20.2508264,3.5193467
Iron, WI,2017,1,1,0,46.1719,-90.0733,5748,53.8,39855,26689,851,14.8051496,3.7404315
